name,estimate,moe
ANDERSON CO.2013,40653,2153
ANDREWS CO.2013,57825,4939
ANGELINA CO.2013,41354,1681
ARANSAS CO.2013,42476,4232
ARCHER CO.2013,56452,5417
ARMSTRONG CO.2013,61635,13867
ATASCOSA CO.2013,47543,2884
AUSTIN CO.2013,53265,2742
BAILEY CO.2013,46139,3043
BANDERA CO.2013,49215,3714
BASTROP CO.2013,51750,2258
BAYLOR CO.2013,33445,3526
BEE CO.2013,43690,3307
BELL CO.2013,50060,1082
BEXAR CO.2013,50112,427
BLANCO CO.2013,49487,5573
BORDEN CO.2013,71607,11008
BOSQUE CO.2013,44742,3263
BOWIE CO.2013,42346,1554
BRAZORIA CO.2013,67603,1979
BRAZOS CO.2013,38310,1573
BREWSTER CO.2013,40477,4504
BRISCOE CO.2013,36250,6959
BROOKS CO.2013,21865,3231
BROWN CO.2013,39776,2051
BURLESON CO.2013,45651,4103
BURNET CO.2013,48115,2698
CALDWELL CO.2013,44152,2466
CALHOUN CO.2013,47027,3065
CALLAHAN CO.2013,44902,3607
CAMERON CO.2013,33179,879
CAMP CO.2013,37079,3159
CARSON CO.2013,65026,4883
CASS CO.2013,35598,1848
CASTRO CO.2013,36402,5999
CHAMBERS CO.2013,72489,7825
CHEROKEE CO.2013,38378,1861
CHILDRESS CO.2013,47532,14949
CLAY CO.2013,53776,3471
COCHRAN CO.2013,38650,4283
COKE CO.2013,40795,6683
COLEMAN CO.2013,31373,2939
COLLIN CO.2013,82762,1127
COLLINGSWORTH CO.2013,41576,5666
COLORADO CO.2013,45146,2259
COMAL CO.2013,65839,2790
COMANCHE CO.2013,36020,2628
CONCHO CO.2013,51411,7698
COOKE CO.2013,50067,2685
CORYELL CO.2013,49819,2061
COTTLE CO.2013,34639,4276
CRANE CO.2013,50417,4099
CROCKETT CO.2013,50475,8361
CROSBY CO.2013,38187,2497
CULBERSON CO.2013,37105,5387
DALLAM CO.2013,40895,5078
DALLAS CO.2013,49481,392
DAWSON CO.2013,39714,3579
DEAF SMITH CO.2013,41444,2667
DELTA CO.2013,40375,8716
DENTON CO.2013,74155,1005
DEWITT CO.2013,46454,3410
DICKENS CO.2013,38401,3026
DIMMIT CO.2013,36681,5168
DONLEY CO.2013,42411,6727
DUVAL CO.2013,34131,5280
EASTLAND CO.2013,34914,2821
ECTOR CO.2013,51466,1894
EDWARDS CO.2013,43839,8509
ELLIS CO.2013,61952,1751
EL PASO CO.2013,40157,622
ERATH CO.2013,39586,2684
FALLS CO.2013,32908,2310
FANNIN CO.2013,44355,2261
FAYETTE CO.2013,48015,3450
FISHER CO.2013,42125,6167
FLOYD CO.2013,42279,7782
FOARD CO.2013,33750,9738
FORT BEND CO.2013,85297,1361
FRANKLIN CO.2013,45523,8286
FREESTONE CO.2013,44502,4740
FRIO CO.2013,35849,5100
GAINES CO.2013,52910,3797
GALVESTON CO.2013,61877,1543
GARZA CO.2013,47540,9980
GILLESPIE CO.2013,53668,3432
GLASSCOCK CO.2013,69107,16418
GOLIAD CO.2013,50923,2917
GONZALES CO.2013,39248,2974
GRAY CO.2013,43504,2216
GRAYSON CO.2013,46429,1598
GREGG CO.2013,45525,2137
GRIMES CO.2013,43994,2562
GUADALUPE CO.2013,61958,1580
HALE CO.2013,41191,2754
HALL CO.2013,33006,4306
HAMILTON CO.2013,40655,4112
HANSFORD CO.2013,49150,3465
HARDEMAN CO.2013,36377,5476
HARDIN CO.2013,53013,3780
HARRIS CO.2013,53137,334
HARRISON CO.2013,45675,2430
HARTLEY CO.2013,65750,8432
HASKELL CO.2013,36857,7211
HAYS CO.2013,58651,2023
HEMPHILL CO.2013,56379,13084
HENDERSON CO.2013,40900,1547
HIDALGO CO.2013,34146,690
HILL CO.2013,40769,1511
HOCKLEY CO.2013,50565,2271
HOOD CO.2013,55754,2447
HOPKINS CO.2013,43657,2481
HOUSTON CO.2013,33119,1986
HOWARD CO.2013,45612,3293
HUDSPETH CO.2013,22545,2903
HUNT CO.2013,44858,1626
HUTCHINSON CO.2013,44731,2592
IRION CO.2013,50357,8675
JACK CO.2013,49038,8499
JACKSON CO.2013,49528,3798
JASPER CO.2013,40417,2905
JEFF DAVIS CO.2013,49056,7144
JEFFERSON CO.2013,42568,897
JIM HOGG CO.2013,36121,5738
JIM WELLS CO.2013,40585,2247
JOHNSON CO.2013,57535,1524
JONES CO.2013,41297,3304
KARNES CO.2013,42862,3643
KAUFMAN CO.2013,61194,1918
KENDALL CO.2013,73410,5273
KENEDY CO.2013,43438,19154
KENT CO.2013,46875,9234
KERR CO.2013,43601,1966
KIMBLE CO.2013,43424,4909
KING CO.2013,65000,12958
KINNEY CO.2013,33257,8537
KLEBERG CO.2013,40566,3869
KNOX CO.2013,34295,3579
LAMAR CO.2013,40104,2046
LAMB CO.2013,36727,3150
LAMPASAS CO.2013,49277,2490
LA SALLE CO.2013,26756,5040
LAVACA CO.2013,44149,2834
LEE CO.2013,51534,4683
LEON CO.2013,44452,4146
LIBERTY CO.2013,47228,2693
LIMESTONE CO.2013,38823,1850
LIPSCOMB CO.2013,57978,3676
LIVE OAK CO.2013,42829,4215
LLANO CO.2013,44094,4370
LOVING CO.2013,68750,35895
LUBBOCK CO.2013,44397,1006
LYNN CO.2013,44375,5782
MCCULLOCH CO.2013,39194,3550
MCLENNAN CO.2013,41922,1014
MCMULLEN CO.2013,39500,20484
MADISON CO.2013,41732,3747
MARION CO.2013,31967,5214
MARTIN CO.2013,42607,5713
MASON CO.2013,46865,4871
MATAGORDA CO.2013,43096,2768
MAVERICK CO.2013,31395,1820
MEDINA CO.2013,55326,2339
MENARD CO.2013,31215,6137
MIDLAND CO.2013,62993,1861
MILAM CO.2013,37391,2581
MILLS CO.2013,44213,3242
MITCHELL CO.2013,42045,9687
MONTAGUE CO.2013,44231,2636
MONTGOMERY CO.2013,67766,1503
MOORE CO.2013,51181,2117
MORRIS CO.2013,37849,3235
MOTLEY CO.2013,35845,2340
NACOGDOCHES CO.2013,36777,1746
NAVARRO CO.2013,40795,1796
NEWTON CO.2013,37246,5307
NOLAN CO.2013,36806,2001
NUECES CO.2013,47057,1495
OCHILTREE CO.2013,49964,3318
OLDHAM CO.2013,48929,8075
ORANGE CO.2013,49507,2003
PALO PINTO CO.2013,41670,1859
