name,estimate,moe
EASTLAND CO.2010,32452,3151
ECTOR CO.2010,45815,1534
EDWARDS CO.2010,40163,11284
ELLIS CO.2010,60877,1464
EL PASO CO.2010,36333,487
ERATH CO.2010,39200,2293
FALLS CO.2010,31083,2251
FANNIN CO.2010,44551,3077
FAYETTE CO.2010,45450,3584
FISHER CO.2010,41458,8224
FLOYD CO.2010,35240,6827
FOARD CO.2010,30417,7804
FORT BEND CO.2010,79845,1323
FRANKLIN CO.2010,45625,6070
FREESTONE CO.2010,44560,4716
FRIO CO.2010,35940,5003
GAINES CO.2010,46393,5220
GALVESTON CO.2010,58317,1600
GARZA CO.2010,35750,17711
GILLESPIE CO.2010,52682,2957
GLASSCOCK CO.2010,61184,8135
GOLIAD CO.2010,51786,5128
GONZALES CO.2010,37094,2682
GRAY CO.2010,40442,2918
GRAYSON CO.2010,46875,1367
GREGG CO.2010,43367,1158
GRIMES CO.2010,39429,3971
GUADALUPE CO.2010,61274,1843
HALE CO.2010,36509,1966
HALL CO.2010,29219,4351
HAMILTON CO.2010,40808,3302
HANSFORD CO.2010,52239,3856
HARDEMAN CO.2010,36295,2702
HARDIN CO.2010,52755,3212
HARRIS CO.2010,51444,301
HARRISON CO.2010,44425,1794
HARTLEY CO.2010,66583,10150
HASKELL CO.2010,35295,3846
HAYS CO.2010,56353,1848
HEMPHILL CO.2010,62159,16437
HENDERSON CO.2010,39779,1466
HIDALGO CO.2010,31879,555
HILL CO.2010,39293,1998
HOCKLEY CO.2010,46430,2184
HOOD CO.2010,54882,2090
HOPKINS CO.2010,41642,2560
HOUSTON CO.2010,31929,2941
HOWARD CO.2010,39574,3276
HUDSPETH CO.2010,22647,7160
HUNT CO.2010,43101,1747
HUTCHINSON CO.2010,42213,2396
IRION CO.2010,48833,15020
JACK CO.2010,46801,5414
JACKSON CO.2010,47483,4643
JASPER CO.2010,38062,2138
JEFF DAVIS CO.2010,43750,9621
JEFFERSON CO.2010,42293,929
JIM HOGG CO.2010,40000,11066
JIM WELLS CO.2010,37020,2425
JOHNSON CO.2010,54954,1347
JONES CO.2010,39568,2773
KARNES CO.2010,39611,6059
KAUFMAN CO.2010,58555,1965
KENDALL CO.2010,66655,4768
KENEDY CO.2010,48333,42957
KENT CO.2010,47750,9868
KERR CO.2010,43072,2080
KIMBLE CO.2010,43429,5063
KING CO.2010,61563,33528
KINNEY CO.2010,24388,3771
KLEBERG CO.2010,36571,5436
KNOX CO.2010,32055,2834
LAMAR CO.2010,38015,2102
LAMB CO.2010,35458,3223
LAMPASAS CO.2010,46378,2799
LA SALLE CO.2010,30144,7373
LAVACA CO.2010,41429,3067
LEE CO.2010,46986,4919
LEON CO.2010,40355,3557
LIBERTY CO.2010,45929,2448
LIMESTONE CO.2010,42140,4081
LIPSCOMB CO.2010,52566,4977
LIVE OAK CO.2010,43719,2729
LLANO CO.2010,41969,4264
LOVING CO.2010,83889,42554
LUBBOCK CO.2010,42562,734
LYNN CO.2010,43672,5363
MCCULLOCH CO.2010,34459,7420
MCLENNAN CO.2010,40672,909
MCMULLEN CO.2010,41453,5699
MADISON CO.2010,37207,5693
MARION CO.2010,29943,4096
MARTIN CO.2010,38111,6633
MASON CO.2010,38702,7805
MATAGORDA CO.2010,43205,2981
MAVERICK CO.2010,28813,2192
MEDINA CO.2010,49138,3043
MENARD CO.2010,40996,6883
MIDLAND CO.2010,54945,2027
MILAM CO.2010,39035,2925
MILLS CO.2010,31895,4531
MITCHELL CO.2010,37260,5122
MONTAGUE CO.2010,42482,2601
MONTGOMERY CO.2010,65620,1037
MOORE CO.2010,44216,2943
MORRIS CO.2010,38843,3221
MOTLEY CO.2010,34081,3107
NACOGDOCHES CO.2010,33189,1823
NAVARRO CO.2010,41654,2193
NEWTON CO.2010,37452,4341
NOLAN CO.2010,37102,2843
NUECES CO.2010,43280,1175
OCHILTREE CO.2010,49309,4855
OLDHAM CO.2010,51111,7207
ORANGE CO.2010,47914,2054
PALO PINTO CO.2010,41095,1653
PANOLA CO.2010,45622,3660
PARKER CO.2010,61340,1951
PARMER CO.2010,39753,3151
PECOS CO.2010,38125,3006
POLK CO.2010,33325,1385
POTTER CO.2010,36766,1370
PRESIDIO CO.2010,29513,4926
RAINS CO.2010,42491,4476
RANDALL CO.2010,56041,1512
REAGAN CO.2010,54224,3851
REAL CO.2010,29186,4242
RED RIVER CO.2010,37047,3336
REEVES CO.2010,32593,3523
REFUGIO CO.2010,42949,3383
ROBERTS CO.2010,52500,17047
ROBERTSON CO.2010,38393,2759
ROCKWALL CO.2010,78032,3555
RUNNELS CO.2010,37823,4467
RUSK CO.2010,46574,2166
SABINE CO.2010,33589,2065
SAN AUGUSTINE CO.2010,25974,2193
SAN JACINTO CO.2010,46285,3128
SAN PATRICIO CO.2010,45189,2149
SAN SABA CO.2010,36308,2890
SCHLEICHER CO.2010,55186,3213
SCURRY CO.2010,42401,3911
SHACKELFORD CO.2010,46629,4965
SHELBY CO.2010,32425,2398
SHERMAN CO.2010,50069,6720
SMITH CO.2010,46139,1362
SOMERVELL CO.2010,52135,8249
STARR CO.2010,24441,1885
STEPHENS CO.2010,35691,4094
STERLING CO.2010,41548,6355
STONEWALL CO.2010,52222,8195
SUTTON CO.2010,56146,8734
SWISHER CO.2010,37907,4826
TARRANT CO.2010,55306,458
TAYLOR CO.2010,42403,1328
TERRELL CO.2010,35403,9621
TERRY CO.2010,39498,3367
THROCKMORTON CO.2010,36339,6196
TITUS CO.2010,39423,1807
TOM GREEN CO.2010,41398,1259
TRAVIS CO.2010,54074,588
TRINITY CO.2010,36814,2989
TYLER CO.2010,35346,3096
UPSHUR CO.2010,44403,1718
UPTON CO.2010,49234,6086
UVALDE CO.2010,35087,2634
VAL VERDE CO.2010,36993,2271
VAN ZANDT CO.2010,43074,1849
VICTORIA CO.2010,48767,1671
WALKER CO.2010,34259,2250
WALLER CO.2010,47324,2979
WARD CO.2010,41117,2482
WASHINGTON CO.2010,43159,3298
WEBB CO.2010,36684,904
WHARTON CO.2010,41148,2808
WHEELER CO.2010,42909,5214
WICHITA CO.2010,42971,1174
WILBARGER CO.2010,40105,4537
WILLACY CO.2010,22881,2634
WILLIAMSON CO.2010,68780,1161
WILSON CO.2010,60493,1900
WINKLER CO.2010,41828,1987
WISE CO.2010,55207,2524
WOOD CO.2010,41277,2118
YOAKUM CO.2010,49146,4985
YOUNG CO.2010,36900,3507
ZAPATA CO.2010,24496,3991
ZAVALA CO.2010,21707,2675
