name,estimate
SHERMAN CO.2010,50069
SMITH CO.2010,46139
SOMERVELL CO.2010,52135
STARR CO.2010,24441
STEPHENS CO.2010,35691
STERLING CO.2010,41548
STONEWALL CO.2010,52222
SUTTON CO.2010,56146
SWISHER CO.2010,37907
TARRANT CO.2010,55306
TAYLOR CO.2010,42403
TERRELL CO.2010,35403
TERRY CO.2010,39498
THROCKMORTON CO.2010,36339
TITUS CO.2010,39423
TOM GREEN CO.2010,41398
TRAVIS CO.2010,54074
TRINITY CO.2010,36814
TYLER CO.2010,35346
UPSHUR CO.2010,44403
UPTON CO.2010,49234
UVALDE CO.2010,35087
VAL VERDE CO.2010,36993
VAN ZANDT CO.2010,43074
VICTORIA CO.2010,48767
WALKER CO.2010,34259
WALLER CO.2010,47324
WARD CO.2010,41117
WASHINGTON CO.2010,43159
WEBB CO.2010,36684
WHARTON CO.2010,41148
WHEELER CO.2010,42909
WICHITA CO.2010,42971
WILBARGER CO.2010,40105
WILLACY CO.2010,22881
WILLIAMSON CO.2010,68780
WILSON CO.2010,60493
WINKLER CO.2010,41828
WISE CO.2010,55207
WOOD CO.2010,41277
YOAKUM CO.2010,49146
YOUNG CO.2010,36900
ZAPATA CO.2010,24496
ZAVALA CO.2010,21707
ANDERSON CO.2011,40577
ANDREWS CO.2011,51598
ANGELINA CO.2011,39325
ARANSAS CO.2011,44129
ARCHER CO.2011,53113
ARMSTRONG CO.2011,56538
ATASCOSA CO.2011,43261
AUSTIN CO.2011,52510
BAILEY CO.2011,41106
BANDERA CO.2011,45595
BASTROP CO.2011,52882
BAYLOR CO.2011,37159
BEE CO.2011,39247
BELL CO.2011,49466
BEXAR CO.2011,48083
BLANCO CO.2011,46457
BORDEN CO.2011,59643
BOSQUE CO.2011,44744
BOWIE CO.2011,43210
BRAZORIA CO.2011,67018
BRAZOS CO.2011,37161
BREWSTER CO.2011,39615
BRISCOE CO.2011,34130
BROOKS CO.2011,19936
BROWN CO.2011,39965
BURLESON CO.2011,42679
BURNET CO.2011,48291
CALDWELL CO.2011,43136
CALHOUN CO.2011,44433
CALLAHAN CO.2011,45933
CAMERON CO.2011,32156
CAMP CO.2011,36998
CARSON CO.2011,60028
CASS CO.2011,35592
CASTRO CO.2011,36893
CHAMBERS CO.2011,72850
CHEROKEE CO.2011,37758
CHILDRESS CO.2011,47605
CLAY CO.2011,52868
COCHRAN CO.2011,40513
COKE CO.2011,40000
COLEMAN CO.2011,27910
COLLIN CO.2011,82758
COLLINGSWORTH CO.2011,38750
COLORADO CO.2011,43252
COMAL CO.2011,65521
COMANCHE CO.2011,36326
CONCHO CO.2011,46528
COOKE CO.2011,50176
CORYELL CO.2011,48920
COTTLE CO.2011,39038
CRANE CO.2011,48648
CROCKETT CO.2011,51522
CROSBY CO.2011,35655
CULBERSON CO.2011,37500
DALLAM CO.2011,47500
DALLAS CO.2011,48942
DAWSON CO.2011,39454
DEAF SMITH CO.2011,41134
DELTA CO.2011,34710
DENTON CO.2011,72305
DEWITT CO.2011,43380
DICKENS CO.2011,35333
DIMMIT CO.2011,26730
DONLEY CO.2011,44300
DUVAL CO.2011,35144
EASTLAND CO.2011,34531
ECTOR CO.2011,50056
EDWARDS CO.2011,43095
ELLIS CO.2011,62639
EL PASO CO.2011,38259
ERATH CO.2011,40096
FALLS CO.2011,31543
FANNIN CO.2011,44136
FAYETTE CO.2011,47285
FISHER CO.2011,43724
FLOYD CO.2011,35967
FOARD CO.2011,31006
FORT BEND CO.2011,82571
FRANKLIN CO.2011,47500
FREESTONE CO.2011,45816
FRIO CO.2011,37769
GAINES CO.2011,47157
GALVESTON CO.2011,59645
GARZA CO.2011,42883
GILLESPIE CO.2011,54843
GLASSCOCK CO.2011,72188
GOLIAD CO.2011,51389
GONZALES CO.2011,38623
GRAY CO.2011,42845
GRAYSON CO.2011,46993
GREGG CO.2011,44608
GRIMES CO.2011,40509
GUADALUPE CO.2011,61608
HALE CO.2011,39335
HALL CO.2011,32059
HAMILTON CO.2011,40757
HANSFORD CO.2011,52610
HARDEMAN CO.2011,36568
HARDIN CO.2011,54588
HARRIS CO.2011,52675
HARRISON CO.2011,45357
HARTLEY CO.2011,69414
HASKELL CO.2011,39578
HAYS CO.2011,58247
HEMPHILL CO.2011,54360
HENDERSON CO.2011,41242
HIDALGO CO.2011,32479
HILL CO.2011,39944
HOCKLEY CO.2011,48201
HOOD CO.2011,54002
HOPKINS CO.2011,42844
HOUSTON CO.2011,32437
HOWARD CO.2011,41887
HUDSPETH CO.2011,22634
HUNT CO.2011,45253
HUTCHINSON CO.2011,44120
IRION CO.2011,45250
JACK CO.2011,46136
JACKSON CO.2011,50010
JASPER CO.2011,40099
JEFF DAVIS CO.2011,49149
JEFFERSON CO.2011,42883
JIM HOGG CO.2011,36752
JIM WELLS CO.2011,37413
JOHNSON CO.2011,55970
JONES CO.2011,37872
KARNES CO.2011,39297
KAUFMAN CO.2011,60575
KENDALL CO.2011,72092
KENEDY CO.2011,45625
KENT CO.2011,43750
KERR CO.2011,44529
KIMBLE CO.2011,43653
KING CO.2011,61250
KINNEY CO.2011,25703
KLEBERG CO.2011,37222
KNOX CO.2011,32646
LAMAR CO.2011,40050
LAMB CO.2011,35589
LAMPASAS CO.2011,48760
LA SALLE CO.2011,25313
LAVACA CO.2011,43570
LEE CO.2011,45754
LEON CO.2011,42150
LIBERTY CO.2011,47460
LIMESTONE CO.2011,42851
LIPSCOMB CO.2011,55457
LIVE OAK CO.2011,45276
LLANO CO.2011,41837
LOVING CO.2011,78125
LUBBOCK CO.2011,43983
LYNN CO.2011,46456
MCCULLOCH CO.2011,37861
MCLENNAN CO.2011,41656
MCMULLEN CO.2011,29500
MADISON CO.2011,37437
MARION CO.2011,31903
MARTIN CO.2011,42050
MASON CO.2011,41462
MATAGORDA CO.2011,43962
MAVERICK CO.2011,29504
MEDINA CO.2011,50101
MENARD CO.2011,41923
MIDLAND CO.2011,57807
MILAM CO.2011,39751
MILLS CO.2011,38138
MITCHELL CO.2011,41281
MONTAGUE CO.2011,43509
MONTGOMERY CO.2011,66657
MOORE CO.2011,48394
MORRIS CO.2011,39698
MOTLEY CO.2011,33281
NACOGDOCHES CO.2011,35378
NAVARRO CO.2011,41074
NEWTON CO.2011,38409
NOLAN CO.2011,37177
NUECES CO.2011,44815
OCHILTREE CO.2011,49794
OLDHAM CO.2011,57054
ORANGE CO.2011,48833
PALO PINTO CO.2011,40385
PANOLA CO.2011,48088
PARKER CO.2011,63725
PARMER CO.2011,40926
PECOS CO.2011,40925
POLK CO.2011,36073
POTTER CO.2011,37766
PRESIDIO CO.2011,28724
RAINS CO.2011,45168
RANDALL CO.2011,57121
REAGAN CO.2011,58491
REAL CO.2011,25870
RED RIVER CO.2011,36969
REEVES CO.2011,35552
REFUGIO CO.2011,42470
ROBERTS CO.2011,61042
ROBERTSON CO.2011,38397
ROCKWALL CO.2011,82146
RUNNELS CO.2011,38556
RUSK CO.2011,46438
SABINE CO.2011,33109
SAN AUGUSTINE CO.2011,26841
SAN JACINTO CO.2011,48750
SAN PATRICIO CO.2011,48389
SAN SABA CO.2011,38675
SCHLEICHER CO.2011,46058
SCURRY CO.2011,46380
SHACKELFORD CO.2011,44647
SHELBY CO.2011,34164
SHERMAN CO.2011,49135
SMITH CO.2011,46615
SOMERVELL CO.2011,48401
STARR CO.2011,25598
STEPHENS CO.2011,37400
STERLING CO.2011,41944
STONEWALL CO.2011,47083
SUTTON CO.2011,55122
SWISHER CO.2011,38988
TARRANT CO.2011,56178
TAYLOR CO.2011,43065
TERRELL CO.2011,41417
TERRY CO.2011,35485
THROCKMORTON CO.2011,40380
TITUS CO.2011,39886
TOM GREEN CO.2011,43465
TRAVIS CO.2011,55452
TRINITY CO.2011,38138
TYLER CO.2011,35847
UPSHUR CO.2011,46734
UPTON CO.2011,52455
UVALDE CO.2011,34456
VAL VERDE CO.2011,38747
VAN ZANDT CO.2011,42359
VICTORIA CO.2011,49676
WALKER CO.2011,36885
WALLER CO.2011,50609
WARD CO.2011,41939
WASHINGTON CO.2011,45320
WEBB CO.2011,37868
WHARTON CO.2011,43689
WHEELER CO.2011,48000
WICHITA CO.2011,44786
WILBARGER CO.2011,40050
WILLACY CO.2011,22894
WILLIAMSON CO.2011,71346
WILSON CO.2011,62689
WINKLER CO.2011,44573
WISE CO.2011,57511
WOOD CO.2011,41260
YOAKUM CO.2011,48173
YOUNG CO.2011,39898
ZAPATA CO.2011,26009
ZAVALA CO.2011,23952
ANDERSON CO.2012,41471
ANDREWS CO.2012,55327
ANGELINA CO.2012,40150
ARANSAS CO.2012,44769
ARCHER CO.2012,56250
ARMSTRONG CO.2012,56974
ATASCOSA CO.2012,45702
AUSTIN CO.2012,51340
BAILEY CO.2012,41075
BANDERA CO.2012,47927
BASTROP CO.2012,52516
BAYLOR CO.2012,34688
BEE CO.2012,40707
BELL CO.2012,50085
BEXAR CO.2012,49141
BLANCO CO.2012,46881
BORDEN CO.2012,69688
BOSQUE CO.2012,44860
BOWIE CO.2012,42346
BRAZORIA CO.2012,68008
BRAZOS CO.2012,37638
BREWSTER CO.2012,40086
BRISCOE CO.2012,35078
BROOKS CO.2012,21445
BROWN CO.2012,40821
BURLESON CO.2012,43976
BURNET CO.2012,49047
CALDWELL CO.2012,43393
CALHOUN CO.2012,45122
CALLAHAN CO.2012,46812
CAMERON CO.2012,32558
CAMP CO.2012,36495
CARSON CO.2012,60813
CASS CO.2012,35932
CASTRO CO.2012,35301
CHAMBERS CO.2012,75200
CHEROKEE CO.2012,37508
CHILDRESS CO.2012,44455
CLAY CO.2012,54298
COCHRAN CO.2012,40406
COKE CO.2012,40844
COLEMAN CO.2012,30690
COLLIN CO.2012,83238
COLLINGSWORTH CO.2012,41940
COLORADO CO.2012,43273
COMAL CO.2012,63480
COMANCHE CO.2012,36599
CONCHO CO.2012,50278
COOKE CO.2012,49735
CORYELL CO.2012,50104
COTTLE CO.2012,34770
CRANE CO.2012,49974
CROCKETT CO.2012,49850
CROSBY CO.2012,36768
CULBERSON CO.2012,33500
DALLAM CO.2012,42781
DALLAS CO.2012,49159
DAWSON CO.2012,40152
DEAF SMITH CO.2012,42577
DELTA CO.2012,41406
DENTON CO.2012,72939
DEWITT CO.2012,45457
DICKENS CO.2012,33950
DIMMIT CO.2012,32960
DONLEY CO.2012,41875
DUVAL CO.2012,35167
EASTLAND CO.2012,35044
ECTOR CO.2012,50851
EDWARDS CO.2012,41613
ELLIS CO.2012,62832
EL PASO CO.2012,39699
ERATH CO.2012,40176
FALLS CO.2012,33744
FANNIN CO.2012,43382
FAYETTE CO.2012,45478
FISHER CO.2012,42900
FLOYD CO.2012,35323
FOARD CO.2012,32443
FORT BEND CO.2012,84211
FRANKLIN CO.2012,45684
FREESTONE CO.2012,45510
FRIO CO.2012,38161
GAINES CO.2012,50850
GALVESTON CO.2012,61555
GARZA CO.2012,41750
GILLESPIE CO.2012,55017
GLASSCOCK CO.2012,76563
GOLIAD CO.2012,50635
GONZALES CO.2012,39115
GRAY CO.2012,44455
GRAYSON CO.2012,46587
GREGG CO.2012,45233
GRIMES CO.2012,43810
GUADALUPE CO.2012,63889
HALE CO.2012,40521
HALL CO.2012,32097
HAMILTON CO.2012,39709
HANSFORD CO.2012,49626
HARDEMAN CO.2012,35332
HARDIN CO.2012,54275
HARRIS CO.2012,53160
HARRISON CO.2012,46718
HARTLEY CO.2012,63407
HASKELL CO.2012,40247
HAYS CO.2012,57834
HEMPHILL CO.2012,53295
HENDERSON CO.2012,41100
HIDALGO CO.2012,33218
HILL CO.2012,39405
HOCKLEY CO.2012,51054
HOOD CO.2012,54902
HOPKINS CO.2012,42257
HOUSTON CO.2012,32859
HOWARD CO.2012,43393
HUDSPETH CO.2012,22083
HUNT CO.2012,45170
HUTCHINSON CO.2012,46677
IRION CO.2012,48646
JACK CO.2012,43902
JACKSON CO.2012,47591
JASPER CO.2012,40603
JEFF DAVIS CO.2012,49375
JEFFERSON CO.2012,43750
JIM HOGG CO.2012,36919
JIM WELLS CO.2012,40723
JOHNSON CO.2012,57016
JONES CO.2012,38896
KARNES CO.2012,39706
KAUFMAN CO.2012,61564
KENDALL CO.2012,71553
KENEDY CO.2012,37206
KENT CO.2012,38750
KERR CO.2012,43849
KIMBLE CO.2012,46786
KING CO.2012,63750
KINNEY CO.2012,34083
KLEBERG CO.2012,38058
KNOX CO.2012,33667
LAMAR CO.2012,39630
LAMB CO.2012,35265
LAMPASAS CO.2012,47968
LA SALLE CO.2012,26731
LAVACA CO.2012,42934
LEE CO.2012,50860
LEON CO.2012,43534
LIBERTY CO.2012,48408
LIMESTONE CO.2012,40213
LIPSCOMB CO.2012,56131
LIVE OAK CO.2012,42182
LLANO CO.2012,45533
LOVING CO.2012,39375
LUBBOCK CO.2012,43993
LYNN CO.2012,45066
MCCULLOCH CO.2012,36560
MCLENNAN CO.2012,41589
MCMULLEN CO.2012,38438
MADISON CO.2012,41202
MARION CO.2012,32226
MARTIN CO.2012,41964
MASON CO.2012,44408
MATAGORDA CO.2012,43146
MAVERICK CO.2012,30959
MEDINA CO.2012,52206
MENARD CO.2012,35048
MIDLAND CO.2012,59391
MILAM CO.2012,39170
MILLS CO.2012,34984
MITCHELL CO.2012,41082
MONTAGUE CO.2012,45287
MONTGOMERY CO.2012,66422
MOORE CO.2012,48489
MORRIS CO.2012,39122
MOTLEY CO.2012,35313
NACOGDOCHES CO.2012,35641
NAVARRO CO.2012,41511
NEWTON CO.2012,38574
NOLAN CO.2012,37671
NUECES CO.2012,46499
OCHILTREE CO.2012,50881
OLDHAM CO.2012,50993
ORANGE CO.2012,48864
PALO PINTO CO.2012,43041
PANOLA CO.2012,50508
PARKER CO.2012,65299
PARMER CO.2012,44925
PECOS CO.2012,43529
POLK CO.2012,37194
POTTER CO.2012,37848
PRESIDIO CO.2012,29400
RAINS CO.2012,45099
RANDALL CO.2012,57509
REAGAN CO.2012,55968
REAL CO.2012,31713
RED RIVER CO.2012,34430
REEVES CO.2012,39577
REFUGIO CO.2012,42589
ROBERTS CO.2012,64688
ROBERTSON CO.2012,40711
ROCKWALL CO.2012,82725
RUNNELS CO.2012,39115
RUSK CO.2012,46220
SABINE CO.2012,33053
SAN AUGUSTINE CO.2012,27580
SAN JACINTO CO.2012,46413
SAN PATRICIO CO.2012,51104
SAN SABA CO.2012,37230
SCHLEICHER CO.2012,50417
SCURRY CO.2012,46340
SHACKELFORD CO.2012,46181
SHELBY CO.2012,35732
SHERMAN CO.2012,47500
SMITH CO.2012,47312
SOMERVELL CO.2012,51618
STARR CO.2012,24653
STEPHENS CO.2012,38424
STERLING CO.2012,44239
STONEWALL CO.2012,52917
SUTTON CO.2012,62321
SWISHER CO.2012,40227
TARRANT CO.2012,56859
TAYLOR CO.2012,44372
TERRELL CO.2012,37750
TERRY CO.2012,35537
THROCKMORTON CO.2012,41019
TITUS CO.2012,40909
TOM GREEN CO.2012,44310
TRAVIS CO.2012,56403
TRINITY CO.2012,37223
TYLER CO.2012,36785
UPSHUR CO.2012,45696
UPTON CO.2012,52042
UVALDE CO.2012,34110
VAL VERDE CO.2012,40509
VAN ZANDT CO.2012,42668
VICTORIA CO.2012,50097
WALKER CO.2012,38654
WALLER CO.2012,51576
WARD CO.2012,40222
WASHINGTON CO.2012,44162
WEBB CO.2012,38421
WHARTON CO.2012,40988
WHEELER CO.2012,49615
WICHITA CO.2012,45589
WILBARGER CO.2012,42271
WILLACY CO.2012,26369
WILLIAMSON CO.2012,70849
WILSON CO.2012,62870
WINKLER CO.2012,47167
WISE CO.2012,55492
WOOD CO.2012,42404
YOAKUM CO.2012,48611
YOUNG CO.2012,42008
ZAPATA CO.2012,28617
ZAVALA CO.2012,25206
ANDERSON CO.2013,40653
ANDREWS CO.2013,57825
ANGELINA CO.2013,41354
ARANSAS CO.2013,42476
ARCHER CO.2013,56452
ARMSTRONG CO.2013,61635
ATASCOSA CO.2013,47543
AUSTIN CO.2013,53265
BAILEY CO.2013,46139
BANDERA CO.2013,49215
BASTROP CO.2013,51750
BAYLOR CO.2013,33445
BEE CO.2013,43690
BELL CO.2013,50060
BEXAR CO.2013,50112
BLANCO CO.2013,49487
BORDEN CO.2013,71607
BOSQUE CO.2013,44742
BOWIE CO.2013,42346
BRAZORIA CO.2013,67603
BRAZOS CO.2013,38310
BREWSTER CO.2013,40477
BRISCOE CO.2013,36250
BROOKS CO.2013,21865
BROWN CO.2013,39776
BURLESON CO.2013,45651
BURNET CO.2013,48115
CALDWELL CO.2013,44152
CALHOUN CO.2013,47027
CALLAHAN CO.2013,44902
CAMERON CO.2013,33179
CAMP CO.2013,37079
CARSON CO.2013,65026
CASS CO.2013,35598
CASTRO CO.2013,36402
CHAMBERS CO.2013,72489
CHEROKEE CO.2013,38378
CHILDRESS CO.2013,47532
CLAY CO.2013,53776
COCHRAN CO.2013,38650
COKE CO.2013,40795
COLEMAN CO.2013,31373
COLLIN CO.2013,82762
COLLINGSWORTH CO.2013,41576
COLORADO CO.2013,45146
COMAL CO.2013,65839
COMANCHE CO.2013,36020
CONCHO CO.2013,51411
COOKE CO.2013,50067
CORYELL CO.2013,49819
COTTLE CO.2013,34639
CRANE CO.2013,50417
CROCKETT CO.2013,50475
CROSBY CO.2013,38187
CULBERSON CO.2013,37105
DALLAM CO.2013,40895
DALLAS CO.2013,49481
DAWSON CO.2013,39714
DEAF SMITH CO.2013,41444
DELTA CO.2013,40375
DENTON CO.2013,74155
DEWITT CO.2013,46454
DICKENS CO.2013,38401
DIMMIT CO.2013,36681
DONLEY CO.2013,42411
DUVAL CO.2013,34131
EASTLAND CO.2013,34914
ECTOR CO.2013,51466
EDWARDS CO.2013,43839
ELLIS CO.2013,61952
EL PASO CO.2013,40157
ERATH CO.2013,39586
FALLS CO.2013,32908
FANNIN CO.2013,44355
FAYETTE CO.2013,48015
FISHER CO.2013,42125
FLOYD CO.2013,42279
FOARD CO.2013,33750
FORT BEND CO.2013,85297
FRANKLIN CO.2013,45523
FREESTONE CO.2013,44502
FRIO CO.2013,35849
GAINES CO.2013,52910
GALVESTON CO.2013,61877
GARZA CO.2013,47540
GILLESPIE CO.2013,53668
GLASSCOCK CO.2013,69107
GOLIAD CO.2013,50923
GONZALES CO.2013,39248
GRAY CO.2013,43504
GRAYSON CO.2013,46429
GREGG CO.2013,45525
GRIMES CO.2013,43994
GUADALUPE CO.2013,61958
HALE CO.2013,41191
HALL CO.2013,33006
HAMILTON CO.2013,40655
HANSFORD CO.2013,49150
HARDEMAN CO.2013,36377
HARDIN CO.2013,53013
HARRIS CO.2013,53137
HARRISON CO.2013,45675
HARTLEY CO.2013,65750
HASKELL CO.2013,36857
HAYS CO.2013,58651
HEMPHILL CO.2013,56379
HENDERSON CO.2013,40900
HIDALGO CO.2013,34146
HILL CO.2013,40769
HOCKLEY CO.2013,50565
HOOD CO.2013,55754
HOPKINS CO.2013,43657
HOUSTON CO.2013,33119
HOWARD CO.2013,45612
HUDSPETH CO.2013,22545
HUNT CO.2013,44858
HUTCHINSON CO.2013,44731
IRION CO.2013,50357
JACK CO.2013,49038
JACKSON CO.2013,49528
JASPER CO.2013,40417
JEFF DAVIS CO.2013,49056
JEFFERSON CO.2013,42568
JIM HOGG CO.2013,36121
JIM WELLS CO.2013,40585
JOHNSON CO.2013,57535
JONES CO.2013,41297
KARNES CO.2013,42862
KAUFMAN CO.2013,61194
KENDALL CO.2013,73410
KENEDY CO.2013,43438
KENT CO.2013,46875
KERR CO.2013,43601
KIMBLE CO.2013,43424
KING CO.2013,65000
KINNEY CO.2013,33257
KLEBERG CO.2013,40566
KNOX CO.2013,34295
LAMAR CO.2013,40104
LAMB CO.2013,36727
LAMPASAS CO.2013,49277
LA SALLE CO.2013,26756
LAVACA CO.2013,44149
LEE CO.2013,51534
LEON CO.2013,44452
LIBERTY CO.2013,47228
LIMESTONE CO.2013,38823
LIPSCOMB CO.2013,57978
LIVE OAK CO.2013,42829
LLANO CO.2013,44094
LOVING CO.2013,68750
LUBBOCK CO.2013,44397
LYNN CO.2013,44375
MCCULLOCH CO.2013,39194
MCLENNAN CO.2013,41922
MCMULLEN CO.2013,39500
MADISON CO.2013,41732
MARION CO.2013,31967
MARTIN CO.2013,42607
MASON CO.2013,46865
MATAGORDA CO.2013,43096
MAVERICK CO.2013,31395
MEDINA CO.2013,55326
MENARD CO.2013,31215
MIDLAND CO.2013,62993
MILAM CO.2013,37391
MILLS CO.2013,44213
MITCHELL CO.2013,42045
MONTAGUE CO.2013,44231
MONTGOMERY CO.2013,67766
MOORE CO.2013,51181
MORRIS CO.2013,37849
MOTLEY CO.2013,35845
NACOGDOCHES CO.2013,36777
NAVARRO CO.2013,40795
NEWTON CO.2013,37246
NOLAN CO.2013,36806
NUECES CO.2013,47057
OCHILTREE CO.2013,49964
OLDHAM CO.2013,48929
ORANGE CO.2013,49507
PALO PINTO CO.2013,41670
PANOLA CO.2013,52453
PARKER CO.2013,64515
PARMER CO.2013,44943
PECOS CO.2013,47019
POLK CO.2013,37855
POTTER CO.2013,37951
PRESIDIO CO.2013,29634
RAINS CO.2013,44478
RANDALL CO.2013,58529
REAGAN CO.2013,61250
REAL CO.2013,33885
RED RIVER CO.2013,31712
REEVES CO.2013,40571
REFUGIO CO.2013,44548
ROBERTS CO.2013,67321
ROBERTSON CO.2013,40601
ROCKWALL CO.2013,86119
RUNNELS CO.2013,37667
RUSK CO.2013,45752
SABINE CO.2013,32963
SAN AUGUSTINE CO.2013,28390
SAN JACINTO CO.2013,46107
SAN PATRICIO CO.2013,50657
SAN SABA CO.2013,37743
SCHLEICHER CO.2013,50648
SCURRY CO.2013,47513
SHACKELFORD CO.2013,47277
SHELBY CO.2013,37081
SHERMAN CO.2013,48185
SMITH CO.2013,47432
SOMERVELL CO.2013,55269
STARR CO.2013,24927
STEPHENS CO.2013,41728
STERLING CO.2013,50543
STONEWALL CO.2013,42429
SUTTON CO.2013,53806
SWISHER CO.2013,36753
TARRANT CO.2013,56853
TAYLOR CO.2013,44891
TERRELL CO.2013,39479
TERRY CO.2013,37679
THROCKMORTON CO.2013,39286
TITUS CO.2013,42939
TOM GREEN CO.2013,44545
TRAVIS CO.2013,58025
TRINITY CO.2013,34555
TYLER CO.2013,39940
UPSHUR CO.2013,46600
UPTON CO.2013,51750
UVALDE CO.2013,34902
VAL VERDE CO.2013,40450
VAN ZANDT CO.2013,43439
VICTORIA CO.2013,50364
WALKER CO.2013,37617
WALLER CO.2013,50097
WARD CO.2013,42568
WASHINGTON CO.2013,44858
WEBB CO.2013,39449
WHARTON CO.2013,40411
WHEELER CO.2013,51766
WICHITA CO.2013,45086
WILBARGER CO.2013,41658
WILLACY CO.2013,25886
WILLIAMSON CO.2013,71803
WILSON CO.2013,64571
WINKLER CO.2013,48992
WISE CO.2013,56005
WOOD CO.2013,43649
YOAKUM CO.2013,49340
YOUNG CO.2013,44429
ZAPATA CO.2013,31109
ZAVALA CO.2013,25625
ANDERSON CO.2014,42511
ANDREWS CO.2014,61250
ANGELINA CO.2014,42374
ARANSAS CO.2014,42247
ARCHER CO.2014,58274
ARMSTRONG CO.2014,61250
ATASCOSA CO.2014,50756
AUSTIN CO.2014,54603
BAILEY CO.2014,41982
BANDERA CO.2014,48587
BASTROP CO.2014,53382
BAYLOR CO.2014,33019
BEE CO.2014,41738
BELL CO.2014,51027
BEXAR CO.2014,50867
BLANCO CO.2014,51740
BORDEN CO.2014,73333
BOSQUE CO.2014,44339
BOWIE CO.2014,42917
BRAZORIA CO.2014,69092
BRAZOS CO.2014,39060
BREWSTER CO.2014,38589
BRISCOE CO.2014,36696
BROOKS CO.2014,22176
BROWN CO.2014,40982
BURLESON CO.2014,49533
BURNET CO.2014,50712
CALDWELL CO.2014,47435
CALHOUN CO.2014,47546
CALLAHAN CO.2014,42102
CAMERON CO.2014,33390
CAMP CO.2014,38154
CARSON CO.2014,63424
CASS CO.2014,36342
CASTRO CO.2014,40470
CHAMBERS CO.2014,72239
CHEROKEE CO.2014,38949
CHILDRESS CO.2014,48682
CLAY CO.2014,50025
COCHRAN CO.2014,41071
COKE CO.2014,40822
COLEMAN CO.2014,34692
COLLIN CO.2014,84233
COLLINGSWORTH CO.2014,42798
COLORADO CO.2014,45262
COMAL CO.2014,64987
COMANCHE CO.2014,35692
CONCHO CO.2014,52844
COOKE CO.2014,51222
CORYELL CO.2014,49783
COTTLE CO.2014,34833
CRANE CO.2014,52451
CROCKETT CO.2014,51594
CROSBY CO.2014,38668
CULBERSON CO.2014,35302
DALLAM CO.2014,41105
DALLAS CO.2014,49925
DAWSON CO.2014,39746
DEAF SMITH CO.2014,42995
DELTA CO.2014,40988
DENTON CO.2014,74662
DEWITT CO.2014,48082
DICKENS CO.2014,38397
DIMMIT CO.2014,38140
DONLEY CO.2014,40719
DUVAL CO.2014,32479
EASTLAND CO.2014,35221
ECTOR CO.2014,54903
EDWARDS CO.2014,41726
ELLIS CO.2014,61898
EL PASO CO.2014,40783
ERATH CO.2014,40711
FALLS CO.2014,33587
FANNIN CO.2014,44432
FAYETTE CO.2014,48711
FISHER CO.2014,42850
FLOYD CO.2014,40993
FOARD CO.2014,34375
FORT BEND CO.2014,86407
FRANKLIN CO.2014,44000
FREESTONE CO.2014,44072
FRIO CO.2014,35681
GAINES CO.2014,54434
GALVESTON CO.2014,61744
GARZA CO.2014,49479
GILLESPIE CO.2014,52414
GLASSCOCK CO.2014,81563
GOLIAD CO.2014,49702
GONZALES CO.2014,41263
GRAY CO.2014,45179
GRAYSON CO.2014,47631
GREGG CO.2014,46391
GRIMES CO.2014,46652
GUADALUPE CO.2014,62412
HALE CO.2014,42303
HALL CO.2014,33205
HAMILTON CO.2014,42211
HANSFORD CO.2014,46181
HARDEMAN CO.2014,37656
HARDIN CO.2014,52438
HARRIS CO.2014,53822
HARRISON CO.2014,46969
HARTLEY CO.2014,65132
HASKELL CO.2014,42645
HAYS CO.2014,58878
HEMPHILL CO.2014,58281
HENDERSON CO.2014,40299
HIDALGO CO.2014,34952
HILL CO.2014,40994
HOCKLEY CO.2014,50485
HOOD CO.2014,54397
HOPKINS CO.2014,45158
HOUSTON CO.2014,32855
HOWARD CO.2014,47994
HUDSPETH CO.2014,23350
HUNT CO.2014,44898
HUTCHINSON CO.2014,47191
IRION CO.2014,54886
JACK CO.2014,45130
JACKSON CO.2014,50856
JASPER CO.2014,39176
JEFF DAVIS CO.2014,51357
JEFFERSON CO.2014,42368
JIM HOGG CO.2014,38013
JIM WELLS CO.2014,42463
JOHNSON CO.2014,58221
JONES CO.2014,42287
KARNES CO.2014,44650
KAUFMAN CO.2014,61459
KENDALL CO.2014,74320
KENEDY CO.2014,36563
KENT CO.2014,46842
KERR CO.2014,42930
KIMBLE CO.2014,40000
KING CO.2014,54583
KINNEY CO.2014,32473
KLEBERG CO.2014,37725
KNOX CO.2014,37018
LAMAR CO.2014,41130
LAMB CO.2014,37161
LAMPASAS CO.2014,48862
LA SALLE CO.2014,35554
LAVACA CO.2014,45780
LEE CO.2014,52452
LEON CO.2014,48763
LIBERTY CO.2014,47722
LIMESTONE CO.2014,39484
LIPSCOMB CO.2014,61151
LIVE OAK CO.2014,44579
LLANO CO.2014,45205
LOVING CO.2014,65625
LUBBOCK CO.2014,45529
LYNN CO.2014,41541
MCCULLOCH CO.2014,40908
MCLENNAN CO.2014,42544
MCMULLEN CO.2014,45208
MADISON CO.2014,40879
MARION CO.2014,34363
MARTIN CO.2014,52232
MASON CO.2014,45536
MATAGORDA CO.2014,40410
MAVERICK CO.2014,32536
MEDINA CO.2014,56338
MENARD CO.2014,34091
MIDLAND CO.2014,66966
MILAM CO.2014,37183
MILLS CO.2014,44241
MITCHELL CO.2014,45769
MONTAGUE CO.2014,45897
