name,estimate,moe
ANDERSON CO.2011,40577,2396
ANDREWS CO.2011,51598,4919
ANGELINA CO.2011,39325,1774
ARANSAS CO.2011,44129,3098
ARCHER CO.2011,53113,4719
ARMSTRONG CO.2011,56538,10251
ATASCOSA CO.2011,43261,4861
AUSTIN CO.2011,52510,3105
BAILEY CO.2011,41106,3446
BANDERA CO.2011,45595,3107
BASTROP CO.2011,52882,2099
BAYLOR CO.2011,37159,6955
BEE CO.2011,39247,3207
BELL CO.2011,49466,1196
BEXAR CO.2011,48083,517
BLANCO CO.2011,46457,4079
BORDEN CO.2011,59643,8686
BOSQUE CO.2011,44744,2174
BOWIE CO.2011,43210,1717
BRAZORIA CO.2011,67018,1625
BRAZOS CO.2011,37161,1508
BREWSTER CO.2011,39615,2973
BRISCOE CO.2011,34130,4606
BROOKS CO.2011,19936,2968
BROWN CO.2011,39965,1840
BURLESON CO.2011,42679,3938
BURNET CO.2011,48291,1980
CALDWELL CO.2011,43136,2106
CALHOUN CO.2011,44433,3002
CALLAHAN CO.2011,45933,2632
CAMERON CO.2011,32156,778
CAMP CO.2011,36998,4714
CARSON CO.2011,60028,6252
CASS CO.2011,35592,2145
CASTRO CO.2011,36893,4562
CHAMBERS CO.2011,72850,5705
CHEROKEE CO.2011,37758,2148
CHILDRESS CO.2011,47605,8221
CLAY CO.2011,52868,2486
COCHRAN CO.2011,40513,3518
COKE CO.2011,40000,8039
COLEMAN CO.2011,27910,4599
COLLIN CO.2011,82758,830
COLLINGSWORTH CO.2011,38750,9321
COLORADO CO.2011,43252,2730
COMAL CO.2011,65521,2314
COMANCHE CO.2011,36326,3927
CONCHO CO.2011,46528,12109
COOKE CO.2011,50176,2703
CORYELL CO.2011,48920,1808
COTTLE CO.2011,39038,3466
CRANE CO.2011,48648,4401
CROCKETT CO.2011,51522,7478
CROSBY CO.2011,35655,3183
CULBERSON CO.2011,37500,9561
DALLAM CO.2011,47500,8437
DALLAS CO.2011,48942,323
DAWSON CO.2011,39454,6409
DEAF SMITH CO.2011,41134,2979
DELTA CO.2011,34710,7771
DENTON CO.2011,72305,1021
DEWITT CO.2011,43380,2906
DICKENS CO.2011,35333,4549
DIMMIT CO.2011,26730,5565
DONLEY CO.2011,44300,9074
DUVAL CO.2011,35144,4802
EASTLAND CO.2011,34531,2239
ECTOR CO.2011,50056,1748
EDWARDS CO.2011,43095,5471
ELLIS CO.2011,62639,1705
EL PASO CO.2011,38259,661
ERATH CO.2011,40096,2052
FALLS CO.2011,31543,1854
FANNIN CO.2011,44136,2323
FAYETTE CO.2011,47285,3408
