name,estimate,moe
MARION CO.2015,34175,3051
MARTIN CO.2015,55682,14419
MASON CO.2015,37654,2989
MATAGORDA CO.2015,40797,3834
MAVERICK CO.2015,33747,2484
MEDINA CO.2015,57338,2701
MENARD CO.2015,34464,7243
MIDLAND CO.2015,68806,2877
MILAM CO.2015,38929,3148
MILLS CO.2015,43920,4799
MITCHELL CO.2015,49870,2833
MONTAGUE CO.2015,46172,1893
MONTGOMERY CO.2015,68838,1533
MOORE CO.2015,49802,3723
MORRIS CO.2015,39453,3350
MOTLEY CO.2015,31683,4603
NACOGDOCHES CO.2015,39538,2005
NAVARRO CO.2015,41505,1916
NEWTON CO.2015,38144,4657
NOLAN CO.2015,37102,2028
NUECES CO.2015,50337,922
OCHILTREE CO.2015,51517,3478
OLDHAM CO.2015,50893,11047
ORANGE CO.2015,49763,2575
PALO PINTO CO.2015,39516,1932
PANOLA CO.2015,50119,2504
PARKER CO.2015,67288,2635
PARMER CO.2015,45326,5746
PECOS CO.2015,50305,4967
POLK CO.2015,39662,2034
POTTER CO.2015,38159,1738
PRESIDIO CO.2015,32132,6192
RAINS CO.2015,48448,3953
RANDALL CO.2015,60972,1404
REAGAN CO.2015,52181,8132
REAL CO.2015,36523,5924
RED RIVER CO.2015,31563,3132
REEVES CO.2015,43540,4236
REFUGIO CO.2015,44240,4317
ROBERTS CO.2015,63889,9057
ROBERTSON CO.2015,46501,3900
ROCKWALL CO.2015,87524,3352
RUNNELS CO.2015,41526,3777
RUSK CO.2015,46173,2017
SABINE CO.2015,31307,2825
SAN AUGUSTINE CO.2015,28275,3495
SAN JACINTO CO.2015,43029,4256
SAN PATRICIO CO.2015,52261,1900
SAN SABA CO.2015,39040,3186
SCHLEICHER CO.2015,55543,7548
SCURRY CO.2015,56842,5454
SHACKELFORD CO.2015,48750,6801
SHELBY CO.2015,37756,2698
SHERMAN CO.2015,51987,4386
SMITH CO.2015,46929,1127
SOMERVELL CO.2015,51912,7451
STARR CO.2015,26172,2076
STEPHENS CO.2015,43951,4339
STERLING CO.2015,53456,10963
STONEWALL CO.2015,42155,8544
SUTTON CO.2015,51667,6212
SWISHER CO.2015,37040,5722
TARRANT CO.2015,58711,488
TAYLOR CO.2015,45396,1528
TERRELL CO.2015,31111,8353
TERRY CO.2015,37475,3195
THROCKMORTON CO.2015,41042,6334
TITUS CO.2015,44178,2778
TOM GREEN CO.2015,46711,1484
TRAVIS CO.2015,61451,591
TRINITY CO.2015,34295,3835
TYLER CO.2015,41360,2867
UPSHUR CO.2015,46673,2967
UPTON CO.2015,46131,11710
UVALDE CO.2015,38568,3257
VAL VERDE CO.2015,42174,1917
VAN ZANDT CO.2015,44002,3095
VICTORIA CO.2015,51758,1291
WALKER CO.2015,37666,2492
WALLER CO.2015,51348,5021
WARD CO.2015,51345,2868
WASHINGTON CO.2015,51269,4039
WEBB CO.2015,38862,1215
WHARTON CO.2015,45176,3770
WHEELER CO.2015,52221,3197
WICHITA CO.2015,45543,1438
WILBARGER CO.2015,41630,5068
WILLACY CO.2015,26495,3380
WILLIAMSON CO.2015,73750,1026
WILSON CO.2015,68100,3328
WINKLER CO.2015,55756,7889
WISE CO.2015,56897,3006
WOOD CO.2015,45686,2702
YOAKUM CO.2015,56153,9991
YOUNG CO.2015,44693,5179
ZAPATA CO.2015,32162,4878
ZAVALA CO.2015,26672,5798
