name,estimate,moe
ANDERSON CO.2018,42313,2337
ANDREWS CO.2018,70753,6115
ANGELINA CO.2018,46472,1452
ARANSAS CO.2018,44601,3698
ARCHER CO.2018,63192,4765
ARMSTRONG CO.2018,68750,10647
ATASCOSA CO.2018,55194,4735
AUSTIN CO.2018,62614,6451
BAILEY CO.2018,43523,7943
BANDERA CO.2018,56413,5522
BASTROP CO.2018,59185,2756
BAYLOR CO.2018,36157,3798
BEE CO.2018,45415,4540
BELL CO.2018,52583,994
BEXAR CO.2018,53999,449
BLANCO CO.2018,58500,4789
BORDEN CO.2018,77708,14586
BOSQUE CO.2018,48677,3108
BOWIE CO.2018,46283,2652
BRAZORIA CO.2018,76426,2188
BRAZOS CO.2018,43907,1389
BREWSTER CO.2018,38906,3618
BRISCOE CO.2018,42500,7062
BROOKS CO.2018,24794,3253
BROWN CO.2018,43062,1925
BURLESON CO.2018,52510,4429
BURNET CO.2018,57173,3823
CALDWELL CO.2018,51346,2389
CALHOUN CO.2018,58788,3841
CALLAHAN CO.2018,40945,2635
CAMERON CO.2018,36095,962
CAMP CO.2018,41811,3097
CARSON CO.2018,67010,6981
CASS CO.2018,41432,2577
CASTRO CO.2018,44643,3842
CHAMBERS CO.2018,74368,8078
CHEROKEE CO.2018,44294,2017
CHILDRESS CO.2018,40432,6002
CLAY CO.2018,46863,4871
COCHRAN CO.2018,37500,3978
COKE CO.2018,42500,6360
COLEMAN CO.2018,40804,3227
COLLIN CO.2018,90124,995
COLLINGSWORTH CO.2018,46348,6241
COLORADO CO.2018,50241,3748
COMAL CO.2018,73655,1751
COMANCHE CO.2018,42419,2872
CONCHO CO.2018,46696,9020
COOKE CO.2018,60027,2476
CORYELL CO.2018,50865,1533
COTTLE CO.2018,33534,5773
CRANE CO.2018,63935,9605
CROCKETT CO.2018,52310,7773
CROSBY CO.2018,38674,2969
CULBERSON CO.2018,33125,11492
DALLAM CO.2018,45580,8818
DALLAS CO.2018,53626,437
DAWSON CO.2018,43201,4374
DEAF SMITH CO.2018,51543,3468
DELTA CO.2018,42642,5710
DENTON CO.2018,80290,1119
DEWITT CO.2018,50960,5037
DICKENS CO.2018,43088,3488
DIMMIT CO.2018,31384,5343
DONLEY CO.2018,44429,6281
DUVAL CO.2018,35443,5975
EASTLAND CO.2018,32135,3314
ECTOR CO.2018,59528,2471
EDWARDS CO.2018,48462,24610
ELLIS CO.2018,67371,2205
EL PASO CO.2018,43244,675
ERATH CO.2018,47013,2530
FALLS CO.2018,38834,4055
FANNIN CO.2018,47875,2798
FAYETTE CO.2018,56941,5047
FISHER CO.2018,45294,3897
FLOYD CO.2018,48767,4541
FOARD CO.2018,50000,15300
FORT BEND CO.2018,93645,1349
FRANKLIN CO.2018,43967,4356
FREESTONE CO.2018,45890,4462
FRIO CO.2018,37382,4996
GAINES CO.2018,58167,5868
GALVESTON CO.2018,65702,1802
