name,estimate,moe
RUNNELS CO.2017,41226,3957
RUSK CO.2017,49270,2855
SABINE CO.2017,33561,2735
SAN AUGUSTINE CO.2017,32394,6068
SAN JACINTO CO.2017,43421,5938
SAN PATRICIO CO.2017,53332,2067
SAN SABA CO.2017,40301,4626
SCHLEICHER CO.2017,63432,8717
SCURRY CO.2017,54565,5212
SHACKELFORD CO.2017,46685,7316
SHELBY CO.2017,38121,2400
SHERMAN CO.2017,54961,4119
SMITH CO.2017,50742,1276
SOMERVELL CO.2017,52346,8689
STARR CO.2017,27133,1554
STEPHENS CO.2017,45862,3667
STERLING CO.2017,50000,13092
STONEWALL CO.2017,46786,13949
SUTTON CO.2017,60996,5615
SWISHER CO.2017,37883,4612
TARRANT CO.2017,62532,457
TAYLOR CO.2017,49161,2217
TERRELL CO.2017,26063,5567
TERRY CO.2017,42441,5680
THROCKMORTON CO.2017,37279,7356
TITUS CO.2017,46980,2674
TOM GREEN CO.2017,49662,2089
TRAVIS CO.2017,68350,751
TRINITY CO.2017,37398,3180
TYLER CO.2017,44396,4682
UPSHUR CO.2017,48796,2647
UPTON CO.2017,52750,5566
UVALDE CO.2017,40781,3100
VAL VERDE CO.2017,44609,2594
VAN ZANDT CO.2017,50061,2093
VICTORIA CO.2017,55740,2218
WALKER CO.2017,41456,1745
WALLER CO.2017,53506,4971
WARD CO.2017,63333,5589
WASHINGTON CO.2017,55793,4336
WEBB CO.2017,40442,1234
WHARTON CO.2017,50145,3208
WHEELER CO.2017,50910,3512
WICHITA CO.2017,45776,1140
WILBARGER CO.2017,43913,4945
WILLACY CO.2017,29104,2657
WILLIAMSON CO.2017,79123,1440
WILSON CO.2017,71942,4350
WINKLER CO.2017,55000,12087
WISE CO.2017,59081,2722
WOOD CO.2017,48038,3129
YOAKUM CO.2017,62500,8792
YOUNG CO.2017,46351,3907
ZAPATA CO.2017,34550,6700
ZAVALA CO.2017,25988,5009
