name,estimate,moe
ALAMEDA CO.2017,85743,940
ALPINE CO.2017,63438,4535
AMADOR CO.2017,60636,2765
BUTTE CO.2017,46516,1130
CALAVERAS CO.2017,54800,3529
COLUSA CO.2017,56481,4858
CONTRA COSTA CO.2017,88456,822
DEL NORTE CO.2017,41287,4114
EL DORADO CO.2017,74885,2565
FRESNO CO.2017,48730,655
GLENN CO.2017,46260,3402
HUMBOLDT CO.2017,43718,1579
IMPERIAL CO.2017,44779,1850
INYO CO.2017,51500,4578
KERN CO.2017,50826,771
KINGS CO.2017,49742,1744
LAKE CO.2017,40446,2857
LASSEN CO.2017,54083,2927
LOS ANGELES CO.2017,61015,262
MADERA CO.2017,48210,2108
MARIN CO.2017,104703,1763
MARIPOSA CO.2017,51385,3637
MENDOCINO CO.2017,46528,1787
MERCED CO.2017,46338,1301
MODOC CO.2017,39296,4907
MONO CO.2017,60595,6356
MONTEREY CO.2017,63249,1209
NAPA CO.2017,79637,1895
NEVADA CO.2017,60610,2262
ORANGE CO.2017,81851,570
PLACER CO.2017,80488,1431
PLUMAS CO.2017,50266,3476
RIVERSIDE CO.2017,60807,429
SACRAMENTO CO.2017,60239,475
SAN BENITO CO.2017,80760,3889
SAN BERNARDINO CO.2017,57156,594
SAN DIEGO CO.2017,70588,617
SAN FRANCISCO CO.2017,96265,1349
SAN JOAQUIN CO.2017,57813,863
SAN LUIS OBISPO CO.2017,67175,1720
SAN MATEO CO.2017,105667,1195
SANTA BARBARA CO.2017,68023,1420
SANTA CLARA CO.2017,106761,858
SANTA CRUZ CO.2017,73663,1682
SHASTA CO.2017,47258,1104
SIERRA CO.2017,44190,9650
SISKIYOU CO.2017,40884,1957
SOLANO CO.2017,72950,1244
SONOMA CO.2017,71769,1046
STANISLAUS CO.2017,54260,976
SUTTER CO.2017,54347,2000
TEHAMA CO.2017,42512,2803
TRINITY CO.2017,36563,5946
TULARE CO.2017,44871,1286
TUOLUMNE CO.2017,54325,2700
VENTURA CO.2017,81972,983
YOLO CO.2017,61621,1733
YUBA CO.2017,51776,2375
