name,estimate,moe
STONEWALL CO.,42321,9816
SUTTON CO.,48986,3592
SWISHER CO.,37833,6137
TARRANT CO.,57727,565
TAYLOR CO.,44695,1406
TERRELL CO.,40781,11740
TERRY CO.,39494,4152
THROCKMORTON CO.,40833,3350
TITUS CO.,42856,2719
TOM GREEN CO.,45114,1650
TRAVIS CO.,59620,839
TRINITY CO.,35223,2732
TYLER CO.,41630,2106
UPSHUR CO.,46834,2830
UPTON CO.,50982,11224
UVALDE CO.,37078,3229
VAL VERDE CO.,42735,2487
VAN ZANDT CO.,42579,2157
VICTORIA CO.,50663,1537
WALKER CO.,38903,2027
WALLER CO.,50939,4834
WARD CO.,45938,7599
WASHINGTON CO.,49236,4054
WEBB CO.,38679,991
WHARTON CO.,41992,3208
WHEELER CO.,54382,2608
WICHITA CO.,44854,1437
WILBARGER CO.,41901,3421
WILLACY CO.,27627,2595
WILLIAMSON CO.,72118,1066
WILSON CO.,65760,3755
WINKLER CO.,52938,4249
WISE CO.,56338,2857
WOOD CO.,44376,2116
YOAKUM CO.,50167,11040
YOUNG CO.,41589,4630
ZAPATA CO.,30758,3975
ZAVALA CO.,27253,5783
