name,estimate,moe
KENEDY CO.,25417,32301
KENT CO.,38092,7663
KERR CO.,43371,2376
KIMBLE CO.,42188,5440
KING CO.,48182,10729
KINNEY CO.,24024,6191
KLEBERG CO.,34652,6566
KNOX CO.,31926,3170
LAMAR CO.,37029,1593
LAMB CO.,35716,3408
LAMPASAS CO.,44301,4591
LA SALLE CO.,31838,4401
LAVACA CO.,41696,3109
LEE CO.,45161,4750
LEON CO.,38067,3111
LIBERTY CO.,44730,1955
LIMESTONE CO.,39119,2994
LIPSCOMB CO.,48646,4814
LIVE OAK CO.,41652,4788
LLANO CO.,42381,3704
LOVING CO.,81328,3022
LUBBOCK CO.,40467,1222
LYNN CO.,39148,8634
MCCULLOCH CO.,36495,6840
MCLENNAN CO.,40038,1086
MCMULLEN CO.,40550,7986
MADISON CO.,33952,5710
MARION CO.,30385,2775
MARTIN CO.,37463,9796
MASON CO.,37847,5987
MATAGORDA CO.,40307,2207
MAVERICK CO.,30123,3000
MEDINA CO.,46348,3059
MENARD CO.,31016,12206
MIDLAND CO.,52611,1791
MILAM CO.,37565,1834
MILLS CO.,34019,5988
MITCHELL CO.,43009,4072
MONTAGUE CO.,41677,2804
MONTGOMERY CO.,64971,1136
MOORE CO.,41862,2180
MORRIS CO.,37173,3588
MOTLEY CO.,33250,5865
NACOGDOCHES CO.,32487,1785
NAVARRO CO.,39555,2092
NEWTON CO.,36611,4709
NOLAN CO.,37481,2917
NUECES CO.,42356,1030
OCHILTREE CO.,48662,4600
OLDHAM CO.,48214,5984
ORANGE CO.,45608,2320
PALO PINTO CO.,39300,2101
PANOLA CO.,41309,2735
PARKER CO.,61415,1803
PARMER CO.,36698,3239
PECOS CO.,34466,2821
POLK CO.,32026,1847
POTTER CO.,34827,1134
PRESIDIO CO.,29492,6237
RAINS CO.,40873,6188
RANDALL CO.,54311,1302
REAGAN CO.,51619,2756
REAL CO.,29796,3620
RED RIVER CO.,38053,1638
REEVES CO.,33569,5053
REFUGIO CO.,39914,4834
ROBERTS CO.,59097,17374
ROBERTSON CO.,37941,3603
ROCKWALL CO.,80193,2069
RUNNELS CO.,37980,2837
RUSK CO.,44071,2054
SABINE CO.,32139,2797
SAN AUGUSTINE CO.,26660,1979
SAN JACINTO CO.,42043,2876
SAN PATRICIO CO.,43748,2137
SAN SABA CO.,35549,4946
SCHLEICHER CO.,52872,4253
SCURRY CO.,39665,3022
SHACKELFORD CO.,44429,3400
SHELBY CO.,31866,2911
SHERMAN CO.,40231,6066
SMITH CO.,45447,1222
SOMERVELL CO.,48566,9229
STARR CO.,21512,1990
STEPHENS CO.,34663,4287
STERLING CO.,38750,6116
STONEWALL CO.,46121,4843
SUTTON CO.,54557,5785
SWISHER CO.,35060,5305
TARRANT CO.,54647,418
TAYLOR CO.,40363,1495
TERRELL CO.,35900,12316
TERRY CO.,34310,4466
THROCKMORTON CO.,34239,5220
TITUS CO.,39750,1454
TOM GREEN CO.,40753,1475
TRAVIS CO.,54044,496
TRINITY CO.,36519,2872
TYLER CO.,33548,2809
UPSHUR CO.,42256,2237
UPTON CO.,42940,6301
UVALDE CO.,32331,2442
VAL VERDE CO.,34150,2304
VAN ZANDT CO.,42271,1605
VICTORIA CO.,45859,1874
WALKER CO.,34214,3090
WALLER CO.,43865,3897
WARD CO.,40514,2736
WASHINGTON CO.,43791,4157
WEBB CO.,35964,890
WHARTON CO.,42695,2800
WHEELER CO.,40603,4632
WICHITA CO.,42999,1217
WILBARGER CO.,36338,2788
WILLACY CO.,22747,2371
WILLIAMSON CO.,69406,1150
WILSON CO.,59347,2206
WINKLER CO.,40074,4684
WISE CO.,55703,2203
WOOD CO.,39480,1872
YOAKUM CO.,48235,4324
YOUNG CO.,38195,3747
ZAPATA CO.,20525,2985
ZAVALA CO.,22964,2040
