name,estimate,moe
HOPKINS CO.,45748,3375
HOUSTON CO.,32434,2685
HOWARD CO.,50977,1985
HUDSPETH CO.,26635,3868
HUNT CO.,45643,2085
HUTCHINSON CO.,50114,2716
IRION CO.,64100,7621
JACK CO.,50390,7984
JACKSON CO.,56601,5418
JASPER CO.,44552,5611
JEFF DAVIS CO.,50174,15160
JEFFERSON CO.,44965,1231
JIM HOGG CO.,34769,8904
JIM WELLS CO.,43321,5680
JOHNSON CO.,59095,1771
JONES CO.,47007,2906
KARNES CO.,46058,2769
KAUFMAN CO.,60179,1978
KENDALL CO.,76350,4308
KENEDY CO.,24000,8320
KENT CO.,50625,9496
KERR CO.,44261,2597
KIMBLE CO.,41263,4295
KING CO.,57083,21338
KINNEY CO.,34398,6439
KLEBERG CO.,41469,3025
KNOX CO.,42188,6525
LAMAR CO.,40283,1934
LAMB CO.,41401,2134
LAMPASAS CO.,50358,3544
LA SALLE CO.,40094,6579
LAVACA CO.,47753,2776
LEE CO.,54346,4902
LEON CO.,47441,5410
LIBERTY CO.,49655,2563
LIMESTONE CO.,37431,2280
LIPSCOMB CO.,60163,7156
LIVE OAK CO.,50741,3539
LLANO CO.,48562,4109
LOVING CO.,56875,45695
LUBBOCK CO.,46859,680
LYNN CO.,40722,2883
MCCULLOCH CO.,40784,2850
MCLENNAN CO.,44246,1440
MCMULLEN CO.,57589,24360
MADISON CO.,43209,5026
MARION CO.,35424,2709
MARTIN CO.,63992,10522
MASON CO.,38496,2756
MATAGORDA CO.,41253,3323
MAVERICK CO.,37155,2462
MEDINA CO.,58333,2576
MENARD CO.,37917,6487
MIDLAND CO.,71424,2466
MILAM CO.,39213,2905
MILLS CO.,44375,6442
MITCHELL CO.,51555,6059
MONTAGUE CO.,46383,2052
MONTGOMERY CO.,70805,1202
MOORE CO.,50552,2828
MORRIS CO.,37902,3351
MOTLEY CO.,35433,6591
NACOGDOCHES CO.,38915,2010
NAVARRO CO.,43388,2182
NEWTON CO.,36829,2710
NOLAN CO.,38411,2566
NUECES CO.,51882,1080
OCHILTREE CO.,50011,4425
OLDHAM CO.,52292,10259
ORANGE CO.,51443,1876
PALO PINTO CO.,42824,3327
PANOLA CO.,50712,2584
PARKER CO.,67979,2251
PARMER CO.,48589,4592
PECOS CO.,51735,5356
POLK CO.,40864,2216
POTTER CO.,40340,1266
PRESIDIO CO.,33453,6900
RAINS CO.,50405,5231
RANDALL CO.,62635,1526
REAGAN CO.,59257,14775
REAL CO.,37059,5393
RED RIVER CO.,35016,3815
REEVES CO.,46464,4684
REFUGIO CO.,50145,5199
ROBERTS CO.,72500,8963
ROBERTSON CO.,49142,4213
ROCKWALL CO.,89161,4118
RUNNELS CO.,41339,3566
RUSK CO.,47424,2514
SABINE CO.,32500,2556
SAN AUGUSTINE CO.,29426,3478
SAN JACINTO CO.,44878,5310
SAN PATRICIO CO.,52659,1913
SAN SABA CO.,40718,3707
SCHLEICHER CO.,59766,6781
SCURRY CO.,55661,5117
SHACKELFORD CO.,50285,4357
SHELBY CO.,36312,3061
SHERMAN CO.,52969,5495
SMITH CO.,48683,1775
SOMERVELL CO.,50562,6613
STARR CO.,26682,1762
STEPHENS CO.,45217,3966
STERLING CO.,50156,11591
STONEWALL CO.,47969,12767
SUTTON CO.,54567,8197
SWISHER CO.,35167,3978
TARRANT CO.,60373,434
TAYLOR CO.,47044,1694
TERRELL CO.,24821,5997
TERRY CO.,40407,3223
THROCKMORTON CO.,39438,7111
TITUS CO.,45026,2252
TOM GREEN CO.,47637,1717
TRAVIS CO.,64422,788
TRINITY CO.,35865,2475
TYLER CO.,45427,6569
UPSHUR CO.,47724,3275
UPTON CO.,48220,10066
UVALDE CO.,39011,3144
VAL VERDE CO.,44170,2428
VAN ZANDT CO.,46555,1908
VICTORIA CO.,54697,2684
WALKER CO.,40090,2176
WALLER CO.,53508,4924
WARD CO.,56796,6209
WASHINGTON CO.,52718,3927
WEBB CO.,38711,1204
WHARTON CO.,46445,3229
WHEELER CO.,51082,2994
WICHITA CO.,45371,1321
WILBARGER CO.,43635,5021
WILLACY CO.,28817,2404
WILLIAMSON CO.,75935,1076
WILSON CO.,68737,3504
WINKLER CO.,54261,9197
WISE CO.,56396,2829
WOOD CO.,47814,2592
YOAKUM CO.,56655,9633
YOUNG CO.,46978,5614
ZAPATA CO.,36976,5406
ZAVALA CO.,26639,6815
