name,estimate,moe
ERATH CO.,47013,2530
FALLS CO.,38834,4055
FANNIN CO.,47875,2798
FAYETTE CO.,56941,5047
FISHER CO.,45294,3897
FLOYD CO.,48767,4541
FOARD CO.,50000,15300
FORT BEND CO.,93645,1349
FRANKLIN CO.,43967,4356
FREESTONE CO.,45890,4462
FRIO CO.,37382,4996
GAINES CO.,58167,5868
GALVESTON CO.,65702,1802
GARZA CO.,53832,4373
GILLESPIE CO.,56267,3468
GLASSCOCK CO.,64886,26246
GOLIAD CO.,56737,6539
GONZALES CO.,47516,3368
GRAY CO.,48314,5246
GRAYSON CO.,52683,2034
GREGG CO.,47970,1445
GRIMES CO.,49745,3213
GUADALUPE CO.,66187,1709
HALE CO.,46012,2409
HALL CO.,31324,4587
HAMILTON CO.,46611,6707
HANSFORD CO.,40678,3734
HARDEMAN CO.,37995,4188
HARDIN CO.,56131,3351
HARRIS CO.,57791,503
HARRISON CO.,48644,2576
HARTLEY CO.,64427,4662
HASKELL CO.,43529,6157
HAYS CO.,62815,1681
HEMPHILL CO.,68679,8021
HENDERSON CO.,44888,1447
HIDALGO CO.,37097,803
HILL CO.,45970,2801
HOCKLEY CO.,49184,2913
HOOD CO.,60275,2698
HOPKINS CO.,47832,1988
HOUSTON CO.,33552,2167
HOWARD CO.,50855,2162
HUDSPETH CO.,26346,4472
HUNT CO.,49319,2246
HUTCHINSON CO.,50035,4099
IRION CO.,63021,10537
JACK CO.,52829,5647
JACKSON CO.,58504,5746
JASPER CO.,41960,4187
JEFF DAVIS CO.,46534,10024
JEFFERSON CO.,46315,1252
JIM HOGG CO.,31403,4984
JIM WELLS CO.,41103,3613
JOHNSON CO.,60458,1793
JONES CO.,48601,5941
KARNES CO.,53051,5261
KAUFMAN CO.,63926,2146
KENDALL CO.,81023,5739
KENEDY CO.,24800,15011
KENT CO.,52250,12784
KERR CO.,48698,2928
KIMBLE CO.,41095,2463
KING CO.,56964,20503
KINNEY CO.,34926,7639
KLEBERG CO.,41700,3197
KNOX CO.,46319,5444
LAMAR CO.,42198,2190
LAMB CO.,43712,2899
LAMPASAS CO.,54467,3818
LA SALLE CO.,44601,8414
LAVACA CO.,51708,2822
LEE CO.,55741,4948
LEON CO.,44875,4612
LIBERTY CO.,48344,3470
LIMESTONE CO.,40356,2445
LIPSCOMB CO.,59583,7827
LIVE OAK CO.,51480,4529
LLANO CO.,50524,4101
LOVING CO.,80938,32455
LUBBOCK CO.,49078,1138
LYNN CO.,44922,3955
MCCULLOCH CO.,42367,7500
MCLENNAN CO.,46262,1239
MCMULLEN CO.,71389,19963
MADISON CO.,44004,4196
MARION CO.,36938,3112
MARTIN CO.,71115,10287
MASON CO.,40949,3689
MATAGORDA CO.,44896,4175
MAVERICK CO.,37734,2701
MEDINA CO.,59305,2261
MENARD CO.,37917,11237
MIDLAND CO.,75815,3574
MILAM CO.,41768,2688
MILLS CO.,46318,7679
MITCHELL CO.,52194,3002
MONTAGUE CO.,46592,4160
MONTGOMERY CO.,74323,1461
MOORE CO.,52469,3568
MORRIS CO.,40227,4275
MOTLEY CO.,40598,7989
NACOGDOCHES CO.,41482,2289
NAVARRO CO.,45103,2407
NEWTON CO.,40180,5490
NOLAN CO.,42019,2694
NUECES CO.,53317,981
OCHILTREE CO.,50120,4332
OLDHAM CO.,62426,7152
ORANGE CO.,53667,2201
PALO PINTO CO.,45067,2933
PANOLA CO.,49704,2693
PARKER CO.,70608,2107
PARMER CO.,50410,4309
PECOS CO.,50543,6324
POLK CO.,43267,2722
POTTER CO.,41852,1195
PRESIDIO CO.,26486,8419
RAINS CO.,48308,4901
RANDALL CO.,65564,1884
REAGAN CO.,59760,22731
REAL CO.,36493,6844
RED RIVER CO.,35356,2876
REEVES CO.,49390,6945
REFUGIO CO.,50338,6218
ROBERTS CO.,79167,8098
ROBERTSON CO.,52189,5130
ROCKWALL CO.,93269,3672
RUNNELS CO.,41226,3957
RUSK CO.,49270,2855
SABINE CO.,33561,2735
SAN AUGUSTINE CO.,32394,6068
SAN JACINTO CO.,43421,5938
SAN PATRICIO CO.,53332,2067
SAN SABA CO.,40301,4626
SCHLEICHER CO.,63432,8717
SCURRY CO.,54565,5212
SHACKELFORD CO.,46685,7316
SHELBY CO.,38121,2400
SHERMAN CO.,54961,4119
SMITH CO.,50742,1276
SOMERVELL CO.,52346,8689
STARR CO.,27133,1554
STEPHENS CO.,45862,3667
STERLING CO.,50000,13092
STONEWALL CO.,46786,13949
SUTTON CO.,60996,5615
SWISHER CO.,37883,4612
TARRANT CO.,62532,457
TAYLOR CO.,49161,2217
TERRELL CO.,26063,5567
TERRY CO.,42441,5680
THROCKMORTON CO.,37279,7356
TITUS CO.,46980,2674
TOM GREEN CO.,49662,2089
TRAVIS CO.,68350,751
TRINITY CO.,37398,3180
TYLER CO.,44396,4682
UPSHUR CO.,48796,2647
UPTON CO.,52750,5566
UVALDE CO.,40781,3100
VAL VERDE CO.,44609,2594
VAN ZANDT CO.,50061,2093
VICTORIA CO.,55740,2218
WALKER CO.,41456,1745
WALLER CO.,53506,4971
WARD CO.,63333,5589
WASHINGTON CO.,55793,4336
WEBB CO.,40442,1234
WHARTON CO.,50145,3208
WHEELER CO.,50910,3512
WICHITA CO.,45776,1140
WILBARGER CO.,43913,4945
WILLACY CO.,29104,2657
WILLIAMSON CO.,79123,1440
WILSON CO.,71942,4350
WINKLER CO.,55000,12087
WISE CO.,59081,2722
WOOD CO.,48038,3129
YOAKUM CO.,62500,8792
YOUNG CO.,46351,3907
ZAPATA CO.,34550,6700
ZAVALA CO.,25988,5009
